0	nan	nan	nan	1.500000
20	1.000000	1.000000	nan	1.500000
40	1.000000	1.000000	nan	1.500000
60	1.000000	1.000000	nan	1.500000
80	1.000000	1.000000	nan	1.500000
100	1.000000	1.000000	nan	1.500000
120	1.000000	1.000000	nan	1.500000
140	1.000000	1.000000	nan	1.500000
160	1.000000	1.000000	nan	1.500000
180	1.000000	1.000000	nan	1.500000
200	1.000000	1.000000	nan	1.500000
220	1.000000	1.000000	nan	1.500000
240	1.000000	1.000000	nan	1.500000
260	1.000000	1.000000	nan	1.500000
280	1.000000	1.000000	nan	1.500000
300	1.000000	1.000000	nan	1.500000
320	1.000000	1.000000	nan	1.500000
340	1.000000	1.000000	nan	1.500000
360	1.000000	1.000000	nan	1.500000
380	1.000000	1.000000	nan	1.500000
400	1.000000	1.000000	nan	1.500000
420	1.000000	1.000000	nan	1.500000
440	1.000000	1.000000	nan	1.500000
460	1.000000	1.000000	nan	1.500000
480	1.000000	1.000000	nan	1.500000
500	1.000000	1.000000	nan	1.500000
520	1.000000	1.000000	nan	1.500000
540	1.000000	1.000000	nan	1.500000
560	1.000000	1.000000	nan	1.500000
580	1.000000	1.000000	nan	1.500000
600	1.000000	1.000000	nan	1.500000
620	1.000000	1.000000	nan	1.500000
640	1.000000	1.000000	nan	1.500000
660	1.000000	1.000000	nan	1.500000
680	1.000000	1.000000	nan	1.500000
700	1.000000	1.000000	nan	1.500000
720	1.000000	1.000000	nan	1.500000
740	1.000000	1.000000	nan	1.500000
760	1.000000	1.000000	nan	1.500000
780	1.000000	1.000000	nan	1.500000
800	1.000000	1.000000	nan	1.500000
820	1.000000	1.000000	nan	1.500000
840	1.000000	1.000000	nan	1.500000
860	1.000000	1.000000	nan	1.500000
880	1.000000	1.000000	nan	1.500000
900	1.000000	1.000000	nan	1.500000
920	1.000000	1.000000	nan	1.500000
940	1.000000	1.000000	nan	1.500000
960	1.000000	1.000000	nan	1.500000
980	1.000000	1.000000	nan	1.500000
1000	1.000187	1.000187	nan	1.500000
1020	1.011014	1.011014	nan	1.518750
1040	1.021586	1.021586	nan	1.518750
1060	1.032142	1.032142	nan	1.518750
1080	1.041726	1.041726	nan	1.518750
1100	1.052523	1.052523	nan	1.518750
1120	1.061081	1.061081	nan	1.518750
1140	1.070983	1.070983	nan	1.518750
1160	1.079441	1.079441	nan	1.537734
1180	1.089657	1.089657	nan	1.537734
1200	1.098117	1.098117	nan	1.556956
1220	1.107257	1.107257	nan	1.556956
1240	1.115348	1.115348	nan	1.556956
1260	1.124499	1.124499	nan	1.556956
1280	1.131908	1.131908	nan	1.556956
1300	1.141833	1.141833	nan	1.556956
1320	1.147721	1.147721	nan	1.556956
1340	1.156812	1.156812	nan	1.556956
1360	1.163131	1.163131	nan	1.556956
1380	1.171858	1.171858	nan	1.556956
1400	1.176541	1.176541	nan	1.556956
1420	1.185382	1.185382	nan	1.556956
1440	1.192726	1.192726	nan	1.556956
1460	1.201218	1.201218	nan	1.556956
1480	1.207686	1.207686	nan	1.556956
1500	1.215402	1.215402	nan	1.556956
